Wall time,Step,Value
1727540687.66471,10,0.15103885531425476
1727540797.215116,20,0.11877765506505966
1727540905.880476,30,0.12084577977657318
1727541014.6089194,40,0.12934532761573792
1727541124.1615763,50,0.13157376646995544
1727541226.2848637,60,0.13723468780517578
1727541319.5867047,70,0.12859925627708435
1727541413.0789497,80,0.10997754335403442
1727541601.2961574,100,0.11809059232473373
1727541694.7569022,110,0.13080064952373505
1727541788.1017756,120,0.15004490315914154
1727541975.5524266,140,0.14078934490680695
1727542069.0686288,150,0.12895216047763824
1727542162.3399646,160,0.13829152286052704
1727542255.7629437,170,0.10900001227855682
1727542351.448493,180,0.11138386279344559
1727542445.127304,190,0.11665363609790802
1727542543.4171712,200,0.10530494153499603
1727542636.839642,210,0.10853596031665802
1727542730.2056549,220,0.111236572265625
1727542824.9224668,230,0.10625206679105759
1727542919.0597541,240,0.11090759932994843
1727543106.0886374,260,0.10855686664581299
1727543205.7500749,270,0.10434388369321823
1727543298.9584854,280,0.11011697351932526
1727543393.7370334,290,0.10459543019533157
1727543487.4060805,300,0.11115696281194687
1727543580.970067,310,0.10931708663702011
1727543674.5457804,320,0.10322636365890503
1727543768.0651867,330,0.10623115301132202
1727543863.7107346,340,0.10846716165542603
1727543957.4399965,350,0.10939593613147736
1727544050.822991,360,0.10636675357818604
1727544144.404214,370,0.10696642100811005
1727544237.7539117,380,0.10307774692773819
1727544331.328137,390,0.10327716916799545
1727544427.2699795,400,0.11128930002450943
1727544520.6007576,410,0.11075204610824585
1727544707.4802806,430,0.11081007868051529
1727544801.0187385,440,0.10540573298931122
1727544896.3580484,450,0.10418762266635895
1727544990.0316458,460,0.10193692147731781
1727545083.6698222,470,0.10384625941514969
1727545177.205438,480,0.10081207752227783
1727545270.6168892,490,0.1067957878112793
1727545365.077031,500,0.10210686177015305
1727545458.4792392,510,0.10669779032468796
1727545551.8347278,520,0.10479159653186798
1727545645.1666625,530,0.10517184436321259
1727545741.1593175,540,0.10599496215581894
1727545834.740228,550,0.10614486038684845
1727545928.0736966,560,0.105135478079319
