Wall time,Step,Value
1725021371.64853,4682816,0.18751686811447144
1725021415.4642286,4710016,0.1204349473118782
1725021434.2660582,4720416,0.21379846334457397
1725021535.7664254,4782016,0.15017400681972504
1725021568.286356,4802016,0.09109634160995483
1725021589.0884113,4814816,0.19866308569908142
1725021663.5974987,4859616,0.1442376971244812
1725021743.0761952,4906016,0.24677467346191406
1725021781.7723167,4927616,0.13869476318359375
1725021787.3317862,4930816,0.13770577311515808
1725021901.9283597,4997216,0.15222853422164917
1725021981.7492552,5040416,0.1339937001466751
1725022057.8237612,5082816,0.12983226776123047
1725022060.8040285,5084416,0.13941876590251923
1725022096.955023,5103616,0.10705803334712982
1725022098.2606735,5104416,0.201727032661438
1725022105.1958668,5108416,0.15832564234733582
1725022112.2391615,5112416,0.10839562118053436
1725022368.6939816,5258016,0.13468794524669647
1725022392.691995,5272416,0.16754910349845886
1725022415.7699785,5285216,0.10852552205324173
1725022422.1533597,5289216,0.15967394411563873
1725022434.1571803,5296416,0.12644611299037933
1725022612.1205962,5401216,0.10763271152973175
1725022638.9647608,5417216,0.10429771989583969
1725022707.4496915,5458816,0.11132153868675232
1725022772.4809337,5497216,0.11386647820472717
1725022865.4712462,5552416,0.18582402169704437
1725022962.1964166,5610016,0.1201523020863533
1725022968.848647,5614016,0.09567272663116455
1725022971.383242,5615616,0.12892985343933105
1725023047.46836,5660416,0.12239669263362885
1725023194.8058052,5748416,0.10431024432182312
1725023253.4823341,5782816,0.15204045176506042
1725023313.926488,5819616,0.17188364267349243
1725023388.3790874,5863616,0.09944657236337662
1725023560.0100975,5966016,0.12760809063911438
1725023596.8003929,5988416,0.11714176833629608
1725023602.0887113,5991616,0.10072766244411469
1725023604.6639426,5993216,0.09865021705627441
1725023702.3614564,6051616,0.1544245183467865
1725023786.0579593,6100416,0.1389993280172348
1725023838.0311055,6132416,0.1956099271774292
1725023947.2871177,6198816,0.16494429111480713
1725023950.9759922,6201216,0.10187489539384842
1725023986.2800853,6222016,0.10803525149822235
1725024035.4267619,6252416,0.12226149439811707
1725024071.7869353,6274016,0.12836873531341553
1725024115.7876313,6301216,0.09947896003723145
1725024169.2698715,6333216,0.09316663444042206
1725024288.6558566,6406016,0.17340752482414246
1725024466.4725387,6514816,0.11086967587471008
1725024690.8542914,6650016,0.1255403757095337
1725024828.9094586,6734816,0.128709614276886
1725025030.978648,6855616,0.12095977365970612
1725025038.703152,6860416,0.09974020719528198
1725025122.981717,6911616,0.15612563490867615
1725025177.8151667,6944416,0.15267297625541687
1725025224.9556973,6972416,0.09821106493473053
1725025263.588509,6996416,0.1133042722940445
1725025301.6999714,7018816,0.12800975143909454
1725025332.7408347,7038016,0.12340612709522247
1725025335.2228074,7039616,0.13566599786281586
1725025393.1045287,7075616,0.13519823551177979
1725025408.2061265,7083616,0.12560203671455383
1725025455.981487,7113216,0.1499047726392746
1725025465.07568,7118816,0.10471953451633453
1725025704.3816555,7263616,0.2552553117275238
1725025785.898205,7314016,0.0828627347946167
1725025827.8624876,7338816,0.08499757945537567
1725025958.7253985,7418816,0.08632858842611313
1725026011.0015807,7450016,0.10624407231807709
1725026057.450449,7478816,0.12588435411453247
1725026098.6733541,7504416,0.1356220245361328
1725026335.6350422,7647616,0.24663564562797546
1725026347.4886098,7654816,0.13471591472625732
1725026508.9132872,7754016,0.1312171369791031
1725026563.2789931,7786816,0.10702570527791977
1725026616.0386941,7819616,0.10381382703781128
1725026617.2981699,7820416,0.130040243268013
1725026728.6875412,7886816,0.0868452787399292
1725026767.33238,7910816,0.1419822871685028
1725026802.012713,7932416,0.12279012799263
1725026833.238619,7950816,0.1282224953174591
1725026873.5611134,7975616,0.13799580931663513
1725026874.8785284,7976416,0.16815075278282166
1725026905.7601118,7995616,0.13151343166828156
1725026913.5643418,8000416,0.13991956412792206
1725026933.5200856,8011616,0.10321399569511414
1725027023.8870833,8067616,0.11085423827171326
1725027060.6725643,8089216,0.1197260394692421
1725027100.4541862,8114016,0.11578357219696045
1725027122.3371828,8127616,0.15585044026374817
1725027192.8389263,8170016,0.08525543659925461
1725027214.6374698,8183616,0.13090834021568298
1725027223.6143897,8189216,0.1469109207391739
1725027390.7279012,8290816,0.10025820881128311
1725027394.4617631,8293216,0.14668694138526917
1725027461.1377723,8333216,0.11174245178699493
1725027525.425082,8373216,0.11671312153339386
1725027544.018058,8383616,0.14724957942962646
1725027599.2971148,8418016,0.1729634404182434
1725027621.5751164,8431616,0.15667259693145752
1725027678.70744,8466016,0.1121499240398407
1725027786.1111016,8531616,0.11830566823482513
1725027788.632801,8533216,0.11413386464118958
1725027870.7292724,8582816,0.103501096367836
1725027883.6499846,8590816,0.09907808899879456
1725027892.6703937,8596416,0.1285281628370285
1725028287.2562857,8835616,0.1448930948972702
1725028293.7062922,8839616,0.09533447027206421
1725028303.7604992,8846016,0.2030346393585205
1725028327.1770844,8860416,0.12538914382457733
1725028380.7187483,8892416,0.13862769305706024
1725028411.5462346,8911616,0.12143877148628235
1725028419.2463465,8916416,0.09871925413608551
1725028534.6773396,8986816,0.1147344559431076
1725028542.5018356,8991616,0.14036831259727478
1725028691.2573407,9082016,0.08488066494464874
1725028775.099639,9132416,0.11556902527809143
1725028794.3795803,9144416,0.10298385471105576
1725028838.4584172,9171616,0.13825061917304993
1725029289.6957483,9446016,0.1568814516067505
1725029331.9146605,9472416,0.16003651916980743
1725029368.078353,9494816,0.119513601064682
1725029395.9964542,9510816,0.07435925304889679
1725029533.5443695,9594816,0.14622032642364502
1725029606.7308514,9638816,0.18182969093322754
1725029669.9030957,9678016,0.12614262104034424
1725029801.5477858,9757216,0.0762387216091156
1725029806.7309477,9760416,0.19986559450626373
1725029878.8120623,9805216,0.1327262669801712
1725029967.366793,9858816,0.13446146249771118
1725029985.2231522,9870016,0.12740741670131683
1725030035.9917457,9900416,0.10995785892009735
1725030094.6515794,9935616,0.10407564789056778
1725030097.2049847,9937216,0.09447210282087326
1725030145.002957,9966816,0.11435240507125854
1725030197.1608343,9998016,0.13804401457309723
1725030202.5904374,10001216,0.09683376550674438
1725030300.1869333,10060416,0.08993946015834808
1725030361.1889806,10098016,0.10821133106946945
1725030502.4221416,10183616,0.14029932022094727
1725030755.2191012,10338016,0.1002383828163147
1725030760.3455694,10341216,0.09260660409927368
1725030813.5076091,10372416,0.11442074924707413
1725030851.3514075,10394816,0.1379208117723465
1725030856.568563,10398016,0.13675129413604736
1725034921.2633634,10588512,0.1134464219212532
1725035080.903243,10681312,0.15175971388816833
1725035140.8526947,10717312,0.12105640769004822
1725035196.2843606,10748512,0.12126228213310242
1725035237.3522732,10772512,0.15952415764331818
1725035288.150765,10802112,0.09228551387786865
1725035376.3215823,10855712,0.08737201988697052
1725035415.409309,10878112,0.11240959167480469
1725035425.9852877,10884512,0.10597625374794006
1725035513.6410677,10936512,0.10876183211803436
1725035539.1464121,10951712,0.13671919703483582
1725035545.5052774,10955712,0.15651625394821167
1725035754.4658597,11079712,0.11932933330535889
1725035818.6248589,11117312,0.15415723621845245
1725035981.1451905,11214912,0.13026173412799835
1725035993.0109773,11222112,0.1532723307609558
1725036028.646248,11242912,0.13444167375564575
1725036080.0926936,11274912,0.10786481201648712
1725036254.9875891,11379712,0.1851087212562561
1725036269.0692775,11388512,0.12108755111694336
1725036292.2469158,11402912,0.11534754931926727
1725036361.6367064,11444512,0.10810713469982147
1725036370.7197936,11450112,0.14954228699207306
1725036488.003318,11521312,0.10757733136415482
1725036496.9410696,11526912,0.1757805049419403
1725036555.7256587,11562112,0.11366166919469833
1725036573.9738824,11573312,0.10816165804862976
1725036726.3256252,11666112,0.11876556277275085
1725036781.9049256,11699712,0.15773504972457886
1725036843.0655904,11736512,0.18875214457511902
1725036872.568582,11754112,0.11111702024936676
1725037005.2062094,11834112,0.1299392580986023
1725037102.651673,11893312,0.10961340367794037
1725037144.0044715,11918912,0.09671828150749207
1725037162.8654466,11929312,0.10636422038078308
1725037241.4972534,11978112,0.17495542764663696
1725037262.9218786,11990112,0.1371692270040512
1725037368.5217981,12053312,0.10849742591381073
1725037427.521981,12090112,0.13079272210597992
1725037428.767702,12090912,0.1542150378227234
1725037434.0210767,12094112,0.10049347579479218
1725037487.864344,12126112,0.11314623057842255
1725037505.8740225,12137312,0.11079847812652588
1725037523.6251323,12148512,0.09399928152561188
1725037542.832934,12160512,0.11505213379859924
1725037586.1795032,12186112,0.09426236152648926
1725037604.4562638,12197312,0.10497620701789856
1725037782.4948983,12305312,0.15132716298103333
1725037829.9218037,12334912,0.10865858197212219
1725037894.0444884,12373312,0.11475582420825958
1725037943.0007396,12402912,0.09689338505268097
1725037989.302751,12430112,0.07097385823726654
1725038145.9593863,12526112,0.13650479912757874
1725038184.2049086,12548512,0.0943397581577301
1725038281.688996,12607712,0.09612910449504852
1725038343.9998062,12646112,0.18018287420272827
1725038388.3294582,12672512,0.1721901297569275
1725038422.9324293,12694112,0.17424651980400085
1725038493.759556,12736512,0.08737204968929291
1725038556.7541199,12775712,0.11885099858045578
1725038703.2381728,12863712,0.12611794471740723
1725038760.1291814,12898912,0.11092942208051682
1725038815.2347763,12931712,0.08746775984764099
1725038906.020309,12986112,0.13520751893520355
1725038907.282826,12986912,0.09893308579921722
1725038978.330557,13030912,0.1305215060710907
1725039073.5938022,13088512,0.07999873161315918
1725039118.0278811,13114912,0.13250109553337097
1725039177.347192,13151712,0.09433718025684357
1725039203.7728102,13166912,0.09820277988910675
1725039224.7928119,13179712,0.13131529092788696
1725039625.2286317,13422912,0.10563549399375916
1725039630.291171,13426112,0.09717391431331635
1725039760.0108957,13505312,0.15210998058319092
1725039801.0542455,13530912,0.12296074628829956
1725039821.1782312,13542112,0.13968081772327423
1725039825.0094516,13544512,0.1209191083908081
1725039856.2649386,13563712,0.11499114334583282
1725039910.0536213,13595712,0.12233760952949524
1725040137.0629163,13734112,0.11327710747718811
1725040144.920558,13738912,0.08653193712234497
1725040146.1293879,13739712,0.17380861937999725
1725040325.8872721,13848512,0.08068524301052094
1725040498.0713522,13953312,0.09615859389305115
1725040547.5145323,13982912,0.10415446013212204
1725040721.6480606,14088512,0.11964286863803864
1725040812.6275096,14143712,0.16061970591545105
1725040887.2444344,14188512,0.1026904433965683
1725040898.64343,14195712,0.1190342903137207
1725040944.6693358,14222912,0.1017712652683258
1725041142.4225156,14342912,0.12011238932609558
1725041304.6227043,14442112,0.18795165419578552
1725041458.7767932,14534912,0.1182645782828331
1725041469.058642,14541312,0.1379684954881668
1725041473.9750903,14544512,0.16810378432273865
1725041479.2796323,14547712,0.09585684537887573
1725041571.8719795,14603712,0.15165042877197266
1725041663.0561566,14658912,0.1431364119052887
1725041834.0208719,14762112,0.09719943255186081
1725041917.1798315,14812512,0.09736153483390808
1725041933.6848474,14822912,0.13299930095672607
1725041945.3541386,14830112,0.09385286271572113
1725041988.5154102,14855712,0.11974754184484482
1725042134.9653146,14945312,0.0933847427368164
1725042300.247649,15045312,0.11996925622224808
1725042307.9823718,15050112,0.12085862457752228
1725042311.7726023,15052512,0.12251739203929901
1725042327.4212773,15062112,0.11115977168083191
1725042346.83569,15074112,0.12037539482116699
1725042491.5397253,15161312,0.12896572053432465
1725042605.5971408,15230912,0.15652304887771606
1725042760.0742688,15325312,0.1194935142993927
1725042765.4217165,15328512,0.10384953022003174
1725042892.8946452,15405312,0.11039181053638458
1725042983.9451838,15460512,0.13657522201538086
1725043037.4229043,15493312,0.1176818460226059
1725043114.2005866,15539712,0.08755195140838623
1725043151.6444833,15562912,0.1431889533996582
1725043170.809814,15574112,0.11749860644340515
1725043274.1821256,15636512,0.1294085830450058
1725043278.0851085,15638912,0.14085976779460907
1725043337.893113,15674912,0.12258761376142502
1725043431.9260292,15731712,0.13906700909137726
1725043479.495473,15761312,0.12749060988426208
1725052298.128089,15919072,0.11747469007968903
1725052324.7250578,15935072,0.08771286904811859
1725052373.5295513,15962272,0.1004771888256073
1725052394.8543038,15975072,0.09985509514808655
1725052409.1176367,15983872,0.08102361857891083
1725052495.3996966,16035072,0.09427061676979065
1725052512.8067362,16045472,0.11011474579572678
1725052532.7260413,16057472,0.07477027177810669
1725052930.7927742,16295072,0.10818763077259064
1725052998.5919785,16335872,0.11035148799419403
1725053039.4645278,16361472,0.1664140820503235
1725053051.0617583,16368672,0.06893251836299896
1725053075.5715363,16383872,0.10255153477191925
1725053100.6906404,16398272,0.09485699981451035
1725053169.0977461,16440672,0.1288333535194397
1725053281.210113,16508672,0.12825250625610352
1725053285.0830162,16511072,0.14864909648895264
1725053334.3865287,16540672,0.08762532472610474
1725053370.5501251,16563072,0.11291356384754181
1725053395.5063179,16577472,0.08974810689687729
1725053397.9411924,16579072,0.09569618850946426
1725053520.8033273,16654272,0.09285838901996613
1725053627.8646169,16719072,0.08781787753105164
1725053766.8689573,16803872,0.10458409041166306
1725053773.2771213,16807072,0.11455878615379333
1725053796.0172632,16820672,0.09003524482250214
1725053804.5134013,16824672,0.1857665479183197
1725053812.150372,16829472,0.09758800268173218
1725053839.2891104,16846272,0.12274695187807083
1725053886.069141,16875072,0.09165452420711517
1725053908.4366798,16887872,0.1035744696855545
1725054009.6730118,16949472,0.08984614163637161
1725054146.1393855,17032672,0.10298508405685425
1725054189.773712,17059872,0.11825304478406906
1725054248.7640247,17095072,0.10133752971887589
1725054352.6696968,17158272,0.10859359800815582
1725054390.044389,17181472,0.12828341126441956
1725054604.4786417,17311872,0.10530223697423935
1725054620.6293771,17320672,0.09933846443891525
1725054626.9558687,17324672,0.09975618124008179
1725054656.5087287,17343072,0.12395544350147247
1725054729.5268939,17387072,0.0757477879524231
1725054732.3267581,17388672,0.09746423363685608
1725054906.890552,17495872,0.12036357820034027
1725054951.3131301,17522272,0.2032402753829956
1725055240.6242826,17696672,0.18801353871822357
1725055271.7245855,17715872,0.07532230019569397
1725055350.0159101,17763072,0.0761164128780365
1725055370.543252,17775872,0.12695059180259705
1725055459.264143,17829472,0.09886375069618225
1725055561.9152808,17891872,0.12331784516572952
1725055655.6957486,17948672,0.08724377304315567
1725055658.2738285,17950272,0.11947770416736603
1725055705.992468,17979872,0.09183251857757568
1725056080.8555608,18207872,0.12220270931720734
1725056150.5533488,18251072,0.1007811427116394
1725056184.823997,18271072,0.11244627833366394
1725056369.5033696,18383072,0.09193997085094452
1725056566.919523,18503072,0.09795193374156952
1725056596.6653478,18521472,0.11960241198539734
1725056612.3083892,18531072,0.12288707494735718
1725056865.7843564,18684672,0.0816279798746109
1725056908.9469926,18710272,0.11177193373441696
1725057009.0307903,18771072,0.10553565621376038
1725057010.3646252,18771872,0.12205326557159424
1725057132.7552845,18846272,0.1323581486940384
1725057249.4253728,18917472,0.09706313908100128
1725057251.9291425,18919072,0.10865706205368042
1725057323.5395792,18962272,0.12261811643838882
1725057327.3518612,18964672,0.13494917750358582
1725057881.8525367,19302272,0.12433318793773651
1725058289.69147,19548672,0.08585800230503082
1725058411.2045057,19621472,0.10600242018699646
1725058416.4171224,19624672,0.10716208815574646
1725058440.974543,19639872,0.11730758100748062
1725058590.3684115,19731072,0.08205637335777283
1725058720.5766606,19809472,0.11505588889122009
1725058738.717973,19820672,0.1086389571428299
1725058790.0086346,19852672,0.10731544345617294
1725058883.700831,19908672,0.08709363639354706
1725058903.440144,19920672,0.10012393444776535
1725058946.8011615,19946272,0.13698267936706543
1725058955.9748373,19951872,0.10799217969179153
1725059030.2891502,19996672,0.07095824927091599
1725059055.974123,20012672,0.08569902926683426
1725059058.4934912,20014272,0.13107430934906006
1725059098.736592,20039072,0.08022516965866089
1725059180.420165,20088672,0.13044045865535736
1725059258.6265333,20135872,0.10921783745288849
1725059357.2667332,20195872,0.13156528770923615
1725059439.0076523,20245472,0.10685287415981293
1725059638.0753436,20364672,0.10441017150878906
1725059697.6611164,20401472,0.10872939974069595
1725059969.3325295,20565472,0.09135492146015167
1725060039.2204354,20608672,0.09626845270395279
1725060053.701572,20616672,0.12313692271709442
1725060056.378636,20618272,0.1424366533756256
1725060110.415481,20651872,0.11586885899305344
1725060185.6773174,20697472,0.1013907715678215
1725060321.5034332,20779872,0.1393454372882843
1725060336.7902784,20789472,0.07366297394037247
1725060559.363932,20923872,0.11540772020816803
1725060570.8898745,20931072,0.09458820521831512
1725060591.7015026,20943872,0.09124618023633957
1725060633.279572,20968672,0.10034792125225067
1725060779.3160841,21056672,0.10478805005550385
1725060814.3257244,21078272,0.09461864829063416
1725060831.2619607,21088672,0.08001984655857086
1725060833.8242755,21090272,0.07426295429468155
1725060928.5476093,21147872,0.08619821071624756
1725060987.2669628,21183072,0.1207415983080864
1725061156.6869988,21286272,0.10575950890779495
1725061206.2624896,21315872,0.12241266667842865
1725061212.6606703,21319872,0.10484125465154648
1725061284.6245944,21363072,0.09986452758312225
1725061345.7221124,21400672,0.08943060040473938
1725061424.9783385,21448672,0.13172264397144318
1725061506.760485,21498272,0.11993678659200668
1725061508.2662733,21499072,0.10459691286087036
1725061636.7164917,21577472,0.08820103108882904
1725061710.5623767,21622272,0.1144150048494339
1725061767.479138,21657472,0.09477801620960236
1725061788.7965486,21669472,0.09146016091108322
1725061827.545126,21693472,0.09068330377340317
1725061887.582561,21729472,0.11565995961427689
1725061912.066442,21744672,0.08610083907842636
1725061934.1904433,21758272,0.10086452960968018
1725062155.5735083,21892672,0.1172962486743927
1725062233.7030864,21939872,0.11080073565244675
1725062332.2289705,21999872,0.06725773215293884
1725062336.2757268,22002272,0.11440443992614746
1725062347.9997075,22009472,0.13740365207195282
1725062436.2928245,22063072,0.10230033844709396
1725062457.118569,22075872,0.11051889508962631
1725062575.4024148,22147072,0.09912984073162079
1725062609.6014266,22167072,0.09643511474132538
1725062793.8314664,22279872,0.08642196655273438
1725062838.6702816,22306272,0.11824848502874374
1725062849.1258237,22312672,0.09722532331943512
1725062930.1730402,22361472,0.09306884557008743
1725063076.553402,22451072,0.09247200191020966
1725063128.468704,22482272,0.09883233904838562
1725063202.399881,22527872,0.08215922117233276
1725063336.8777869,22608672,0.0989125669002533
1725063361.7818618,22623872,0.08274464309215546
1725063547.6655684,22736672,0.1072319746017456
1725063664.8089943,22807872,0.08144162595272064
1725063675.155075,22814272,0.12931831181049347
1725063748.7700303,22858272,0.11891411989927292
1725063879.6433218,22938272,0.14765271544456482
1725063896.6180813,22948672,0.10960274934768677
1725064116.3800676,23081472,0.08588902652263641
1725064195.6397324,23129472,0.08175604045391083
1725064232.09439,23151872,0.10205014795064926
1725064351.9712336,23223872,0.07554203271865845
1725064367.6906219,23233472,0.0936066210269928
1725064555.3085816,23347072,0.08842051774263382
1725064728.9415352,23453472,0.11097445338964462
1725064796.7852368,23494272,0.0781882107257843
1725064854.4815729,23528672,0.09761612117290497
1725064920.3104098,23569472,0.08180735260248184
1725064957.3939168,23591072,0.13686503469944
1725065033.708351,23638272,0.07934281975030899
1725065132.6796827,23698272,0.08747871220111847
1725065205.5463037,23742272,0.16421663761138916
1725065226.3424716,23755072,0.11709830164909363
1725065273.69508,23783072,0.10670255869626999
1725065281.3002708,23787872,0.13322380185127258
1725065422.279383,23873472,0.11707738041877747
1725065432.763909,23879072,0.10485494136810303
1725065454.826047,23892672,0.09109144657850266
1725065486.4852052,23911072,0.07743491232395172
1725065508.6079166,23924672,0.11667698621749878
1725065542.3508987,23945472,0.08972074836492538
1725065658.711647,24016672,0.08936267346143723
1725065675.1969225,24025472,0.08305220305919647
1725065707.501783,24045472,0.13387258350849152
1725065781.7443292,24090272,0.1185411661863327
1725065797.4417095,24099872,0.11913836002349854
1725065814.0302682,24110272,0.093268483877182
1725065971.343085,24206272,0.08277596533298492
1725066028.8069632,24240672,0.08756612241268158
1725066043.2781415,24249472,0.08140762150287628
1725066045.806759,24251072,0.09317173063755035
1725066050.9051166,24254272,0.0828223004937172
1725066104.7126462,24286272,0.1035308688879013
1725066147.2367132,24312672,0.08563932776451111
1725066167.919208,24325472,0.09204910695552826
1725066517.7663522,24537472,0.10634568333625793
1725066618.0759213,24598272,0.09140730649232864
1725066634.8787525,24608672,0.10530821233987808
1725066698.514548,24647072,0.10825840383768082
1725066882.3824902,24759872,0.08373580127954483
1725066920.7493284,24781472,0.08468303084373474
1725066964.8114707,24808672,0.09825519472360611
1725066972.6042452,24813472,0.11605823040008545
1725066982.9031663,24819872,0.09159865230321884
1725067035.0625007,24851072,0.10969234257936478
1725067303.5995066,25015072,0.0929294228553772
1725067348.4250371,25041472,0.07524898648262024
1725067440.6782422,25097472,0.11144066601991653
1725067522.6955109,25147072,0.09439897537231445
1725067566.5749667,25174272,0.07802262902259827
1725067643.984835,25221472,0.13740800321102142
1725067826.0618882,25331872,0.11494317650794983
1725067854.617473,25349472,0.10165959596633911
1725067894.849876,25374272,0.08082182705402374
1725067942.903213,25403072,0.12411067634820938
1725067948.191529,25406272,0.06623513996601105
1725067958.7102346,25412672,0.13742487132549286
1725068041.6974201,25463072,0.09918205440044403
1725068212.8381057,25567872,0.15051980316638947
1725068235.313826,25580672,0.07306990027427673
1725068253.2984738,25591872,0.10884810984134674
1725068280.7003653,25608672,0.13299915194511414
1725068310.5119438,25627072,0.08275933563709259
1725068335.5979784,25641472,0.07175739109516144
1725068361.8524432,25657472,0.07135707885026932
1725068572.1701317,25784672,0.11345288157463074
1725068617.2609098,25812672,0.12563011050224304
1725068678.8674092,25849472,0.08053921163082123
1725069011.819763,26051872,0.12550972402095795
1725069030.2182026,26063072,0.11673043668270111
1725069094.315773,26101472,0.08562874048948288
1725069156.9670107,26139072,0.11009770631790161
1725069327.1789722,26243072,0.07915142178535461
1725069412.649023,26295072,0.10122953355312347
1725069413.9877315,26295872,0.09360192716121674
1725069429.581025,26305472,0.10054273903369904
1725069430.8240736,26306272,0.1282772421836853
1725069532.7892904,26367872,0.08589693903923035
1725069617.3664274,26419072,0.10660290718078613
1725069643.2031918,26435072,0.09086515009403229
1725069678.702213,26455872,0.11847896873950958
1725069907.8574388,26594272,0.0896802693605423
1725070030.903562,26669472,0.12508073449134827
1725070182.0633008,26760672,0.07416987419128418
1725070201.6609254,26772672,0.09863418340682983
1725070208.1755414,26776672,0.10462348163127899
1725070224.6976228,26787072,0.10215478390455246
1725070244.1768441,26799072,0.11701774597167969
1725070588.5034335,27007072,0.12063489854335785
1725070598.7851965,27013472,0.07823693007230759
1725070651.7715578,27046272,0.07462647557258606
1725070722.3121095,27088672,0.0831153392791748
1725070757.1006804,27110272,0.10088193416595459
1725070796.5081272,27133472,0.08376824855804443
1725070803.1193726,27137472,0.10042371600866318
1725070805.6750605,27139072,0.06786879897117615
1725070831.5111194,27155072,0.1510852873325348
1725071010.0254424,27263072,0.0810893103480339
1725071099.877974,27317472,0.13924996554851532
1725071123.2538846,27331872,0.11191242188215256
1725071241.33926,27403872,0.10063445568084717
1725071346.85861,27467072,0.09620852768421173
1725071353.4203136,27471072,0.06821268796920776
1725071462.3516285,27537472,0.07919777929782867
1725071593.361209,27617472,0.07736365497112274
1725071609.5277145,27626272,0.09362049400806427
1725071640.5131114,27645472,0.13029243052005768
1725071803.10731,27744672,0.08624798059463501
1725071959.0415092,27839072,0.10080224275588989
1725072051.3364635,27895072,0.10339970141649246
1725072138.7068844,27947872,0.09440219402313232
1725072180.4023716,27973472,0.13219842314720154
1725072208.717014,27991072,0.10823087394237518
