Wall time,Step,Value
1727540821.7577116,138400,0.1325468122959137
1727540922.7753675,196000,0.10134825855493546
1727540943.3397114,208000,0.0840163454413414
1727541144.698327,322400,0.09153541922569275
1727541226.98272,372800,0.1330309361219406
1727541279.8024633,408800,0.10288842022418976
1727541335.969699,445600,0.1005818098783493
1727541383.1825671,477600,0.18172228336334229
1727541458.0962672,527200,0.10221487283706665
1727541635.468515,644000,0.11970102041959763
1727541903.7636423,821600,0.16159048676490784
1727541916.5539455,830400,0.09328844398260117
1727542030.5475361,906400,0.09089692682027817
1727542093.750723,948000,0.14290308952331543
1727542198.1445196,1017600,0.11943749338388443
1727542376.5776331,1134400,0.12365476042032242
1727542425.2805228,1167200,0.08893060684204102
1727542469.5511775,1196000,0.08003506809473038
1727542488.4274611,1208800,0.08137710392475128
1727542538.033778,1239200,0.09706540405750275
1727542559.9483926,1252800,0.12448711693286896
1727543013.891003,1552800,0.08849272131919861
1727543037.382889,1568800,0.1387101411819458
1727543618.2244296,1949600,0.11013340204954147
1727543623.938755,1953600,0.0862010046839714
1727543648.8914413,1970400,0.15246951580047607
1727543699.1191125,2003200,0.09236636757850647
1727543788.533265,2062400,0.07596494257450104
1727543918.9967918,2148000,0.09809605032205582
1727543929.5332313,2155200,0.12222697585821152
1727543947.4136071,2167200,0.12566669285297394
1727543959.9141264,2174400,0.07921850681304932
1727544020.1195345,2215200,0.09211742877960205
1727544401.8681252,2467200,0.0992831140756607
1727544428.6804075,2484000,0.08300349116325378
1727544429.7848895,2484800,0.08363455533981323
1727544476.795985,2516800,0.09514787048101425
1727544591.9480836,2593600,0.11805930733680725
1727544622.1568685,2612800,0.09772893786430359
1727544731.615589,2685600,0.08131326735019684
1727544907.2664862,2800800,0.09675408154726028
1727544985.1081512,2853600,0.17176905274391174
1727545027.3124833,2880800,0.1072663888335228
1727545046.3261216,2893600,0.06696530431509018
1727545092.9988878,2924000,0.0763084813952446
1727545109.4529667,2935200,0.0994829386472702
1727545113.0957794,2937600,0.10213348269462585
1727545326.879291,3079200,0.07751019299030304
1727545407.4895504,3132800,0.10206973552703857
1727545536.7672787,3219200,0.09590096771717072
1727545640.040905,3288000,0.1127861812710762
